Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-12 00:00:00-05:00,0.09872592985630035,0.09915514920846052,0.09872592985630035,0.09872592985630035,469033600,0.0,0.0
1980-12-15 00:00:00-05:00,0.0940045329291232,0.0940045329291232,0.09357531368732452,0.09357531368732452,175884800,0.0,0.0
1980-12-16 00:00:00-05:00,0.08713633632732776,0.08713633632732776,0.08670712262392044,0.08670712262392044,105728000,0.0,0.0
1980-12-17 00:00:00-05:00,0.08885317295789719,0.08928239224912475,0.08885317295789719,0.08885317295789719,86441600,0.0,0.0
1980-12-18 00:00:00-05:00,0.09142929315567017,0.09185850694099951,0.09142929315567017,0.09142929315567017,73449600,0.0,0.0
1980-12-19 00:00:00-05:00,0.0970090702176094,0.09743828959767906,0.0970090702176094,0.0970090702176094,48630400,0.0,0.0
1980-12-22 00:00:00-05:00,0.10173042118549347,0.10216040835683875,0.10173042118549347,0.10173042118549347,37363200,0.0,0.0
1980-12-23 00:00:00-05:00,0.1060234010219574,0.10645262045536723,0.1060234010219574,0.1060234010219574,46950400,0.0,0.0
1980-12-24 00:00:00-05:00,0.11160317063331604,0.11203238987967153,0.11160317063331604,0.11160317063331604,48003200,0.0,0.0
1980-12-26 00:00:00-05:00,0.12190515547990799,0.12233437480988284,0.12190515547990799,0.12190515547990799,55574400,0.0,0.0
1980-12-29 00:00:00-05:00,0.12362198531627656,0.12405120452118376,0.12362198531627656,0.12362198531627655,93161600,0.0,0.0
1980-12-30 00:00:00-05:00,0.12104667189338661,0.12104667189338661,0.12061746418476105,0.12061746418476105,68880000,0.0,0.0
1980-12-31 00:00:00-05:00,0.11761303141977436,0.11761303141977436,0.11718381196260451,0.11718381196260452,35750400,0.0,0.0
1981-01-02 00:00:00-05:00,0.11847143620252609,0.11932987495260332,0.11847143620252609,0.11847143620252609,21660800,0.0,0.0
1981-01-05 00:00:00-05:00,0.11632533597637124,0.11632533597637124,0.11589612811803818,0.11589612811803818,35728000,0.0,0.0
1981-01-06 00:00:00-05:00,0.11117395635421327,0.11117395635421327,0.11074473708868027,0.11074473708868027,45158400,0.0,0.0
1981-01-07 00:00:00-05:00,0.10645262045536723,0.10645262045536723,0.1060234010219574,0.1060234010219574,55686400,0.0,0.0
1981-01-08 00:00:00-05:00,0.10430649142583899,0.10430649142583899,0.10387728363275528,0.10387728363275528,39827200,0.0,0.0
1981-01-09 00:00:00-05:00,0.1094571202993393,0.10988633968072933,0.1094571202993393,0.1094571202993393,21504000,0.0,0.0
1981-01-12 00:00:00-05:00,0.10945712151555259,0.10945712151555259,0.10859869420528412,0.10859869420528412,23699200,0.0,0.0
1981-01-13 00:00:00-05:00,0.1051649289780304,0.1051649289780304,0.10473570972681046,0.10473570972681046,23049600,0.0,0.0
1981-01-14 00:00:00-05:00,0.10516495257616043,0.10559417192369358,0.10516495257616043,0.10516495257616043,14291200,0.0,0.0
1981-01-15 00:00:00-05:00,0.10731101036071777,0.10816943737382229,0.10731101036071777,0.10731101036071777,14067200,0.0,0.0
1981-01-16 00:00:00-05:00,0.1068817811122942,0.1068817811122942,0.1064525619149208,0.1064525619149208,13395200,0.0,0.0
1981-01-19 00:00:00-05:00,0.11289077997207642,0.1133199990779899,0.11289077997207642,0.11289077997207642,41574400,0.0,0.0
1981-01-20 00:00:00-05:00,0.10988633968072933,0.10988633968072933,0.1094571202993393,0.1094571202993393,30083200,0.0,0.0
1981-01-21 00:00:00-05:00,0.11160317063331604,0.11246159766398076,0.11160317063331604,0.11160317063331604,15904000,0.0,0.0
1981-01-22 00:00:00-05:00,0.11289077997207642,0.11374921818390339,0.11289077997207642,0.11289077997207642,35548800,0.0,0.0
1981-01-23 00:00:00-05:00,0.11289086832326665,0.11332008776509792,0.11246164888143541,0.1124616488814354,11222400,0.0,0.0
1981-01-26 00:00:00-05:00,0.11117395635421327,0.11117395635421327,0.11074473708868027,0.11074473708868027,24640000,0.0,0.0
1981-01-27 00:00:00-05:00,0.11074476810639755,0.11074476810639755,0.10988634079694748,0.10988634079694748,23699200,0.0,0.0
1981-01-28 00:00:00-05:00,0.1068817811122942,0.1068817811122942,0.1064525619149208,0.1064525619149208,28156800,0.0,0.0
1981-01-29 00:00:00-05:00,0.10301888626998201,0.10301888626998201,0.1025896668434143,0.1025896668434143,43904000,0.0,0.0
1981-01-30 00:00:00-05:00,0.09786750897774871,0.09786750897774871,0.0970090702176094,0.0970090702176094,46188800,0.0,0.0
1981-02-02 00:00:00-05:00,0.09185850694099951,0.09185850694099951,0.09142929315567017,0.09142929315567017,23766400,0.0,0.0
1981-02-03 00:00:00-05:00,0.09486299753189087,0.09529221118677468,0.09486299753189087,0.09486299753189087,19152000,0.0,0.0
1981-02-04 00:00:00-05:00,0.09829672425985336,0.0987259321599796,0.09829672425985336,0.09829672425985336,27865600,0.0,0.0
1981-02-05 00:00:00-05:00,0.09829672425985336,0.0991551515221552,0.09829672425985336,0.09829672425985336,7929600,0.0,0.0
1981-02-06 00:00:00-05:00,0.09872592985630035,0.09915514920846052,0.09872592985630035,0.09872592985630035,13865600,0.0,0.0
1981-02-09 00:00:00-05:00,0.09443374643989878,0.09443374643989878,0.09357531368732452,0.09357531368732452,16755200,0.0,0.0
1981-02-10 00:00:00-05:00,0.09357531368732452,0.0940045329291232,0.09357531368732452,0.09357531368732452,18345600,0.0,0.0
1981-02-11 00:00:00-05:00,0.09100003596576853,0.09100003596576853,0.09057082235813141,0.09057082235813141,13843200,0.0,0.0
1981-02-12 00:00:00-05:00,0.09014158626797167,0.09014158626797167,0.08971159905195236,0.08971159905195236,14560000,0.0,0.0
1981-02-13 00:00:00-05:00,0.08842398178676342,0.08842398178676342,0.08756554871797562,0.08756554871797562,11155200,0.0,0.0
1981-02-17 00:00:00-05:00,0.08971159905195236,0.09014158626797167,0.08971159905195236,0.08971159905195236,12275200,0.0,0.0
1981-02-18 00:00:00-05:00,0.09357531368732452,0.09443374643989878,0.09357531368732452,0.09357531368732452,19241600,0.0,0.0
1981-02-19 00:00:00-05:00,0.0884239661880306,0.0884239661880306,0.08799474686384201,0.08799474686384201,22310400,0.0,0.0
1981-02-20 00:00:00-05:00,0.0837025928934564,0.0837025928934564,0.08327337354421616,0.08327337354421616,24371200,0.0,0.0
1981-02-23 00:00:00-05:00,0.08456102013587952,0.08499023948515018,0.08456102013587952,0.08456102013587952,14112000,0.0,0.0
1981-02-24 00:00:00-05:00,0.08241493188124766,0.08241493188124766,0.08155649900436401,0.08155649900436401,16979200,0.0,0.0
1981-02-25 00:00:00-05:00,0.08670712262392044,0.08713633632732776,0.08670712262392044,0.08670712262392044,19488000,0.0,0.0
1981-02-26 00:00:00-05:00,0.08799474686384201,0.0884239661880306,0.08799474686384201,0.08799474686384201,10841600,0.0,0.0
1981-02-27 00:00:00-05:00,0.0910000205039978,0.09185845330444048,0.0910000205039978,0.0910000205039978,14761600,0.0,0.0
1981-03-02 00:00:00-05:00,0.09142929315567017,0.09185850694099951,0.09142929315567017,0.09142929315567017,11760000,0.0,0.0
1981-03-03 00:00:00-05:00,0.0905708062215515,0.0905708062215515,0.09014158695936203,0.09014158695936203,16172800,0.0,0.0
1981-03-04 00:00:00-05:00,0.08971162948070362,0.08971162948070362,0.08928241580724716,0.08928241580724716,13708800,0.0,0.0
1981-03-05 00:00:00-05:00,0.08928239224912475,0.08928239224912475,0.08885317295789719,0.08885317295789719,5376000,0.0,0.0
1981-03-06 00:00:00-05:00,0.08885317978119502,0.08885317978119502,0.08799474686384201,0.08799474686384201,11603200,0.0,0.0
1981-03-09 00:00:00-05:00,0.08155650702304743,0.08155650702304743,0.08112729340791702,0.08112729340791702,15321600,0.0,0.0
1981-03-10 00:00:00-05:00,0.07769278492077697,0.07769278492077697,0.07726357132196426,0.07726357132196426,28380800,0.0,0.0
1981-03-11 00:00:00-05:00,0.0751174906209458,0.0751174906209458,0.07425905764102936,0.07425905764102936,29859200,0.0,0.0
1981-03-12 00:00:00-05:00,0.07726357132196426,0.07769278492077697,0.07726357132196426,0.07726357132196426,59248000,0.0,0.0
1981-03-13 00:00:00-05:00,0.07683433638781087,0.07683433638781087,0.0764051228761673,0.0764051228761673,231302400,0.0,0.0
1981-03-16 00:00:00-05:00,0.07941044121980667,0.08026887432956253,0.07941044121980667,0.07941044121980667,37228800,0.0,0.0
1981-03-17 00:00:00-05:00,0.08327337354421616,0.08413180651167214,0.08327337354421616,0.08327337354421616,43747200,0.0,0.0
1981-03-18 00:00:00-05:00,0.08842398971319199,0.08928242285893073,0.08842398971319199,0.08842398971319199,36937600,0.0,0.0
1981-03-19 00:00:00-05:00,0.08799476238685693,0.08799476238685693,0.08756554871797562,0.08756554871797562,37811200,0.0,0.0
1981-03-20 00:00:00-05:00,0.08842398971319199,0.08928242285893073,0.08842398971319199,0.08842398971319199,14604800,0.0,0.0
1981-03-23 00:00:00-05:00,0.09185845404863358,0.09271688685603087,0.09185845404863358,0.09185845404863358,22019200,0.0,0.0
1981-03-24 00:00:00-05:00,0.09185850694099951,0.09185850694099951,0.09142929315567017,0.09142929315567017,28156800,0.0,0.0
1981-03-25 00:00:00-05:00,0.09057080552686901,0.09057080552686901,0.08971159905195236,0.08971159905195236,7056000,0.0,0.0
1981-03-26 00:00:00-05:00,0.0884239661880306,0.0884239661880306,0.08799474686384201,0.08799474686384201,12275200,0.0,0.0
1981-03-27 00:00:00-05:00,0.08541943928111881,0.08541943928111881,0.08499022573232651,0.08499022573232651,12252800,0.0,0.0
1981-03-30 00:00:00-05:00,0.08499022573232651,0.0858486585609347,0.08499022573232651,0.08499022573232651,9900800,0.0,0.0
1981-03-31 00:00:00-05:00,0.08499020995578885,0.08499020995578885,0.08413177728652954,0.08413177728652954,15993600,0.0,0.0
1981-04-01 00:00:00-05:00,0.0837025928934564,0.0837025928934564,0.08327337354421616,0.08327337354421616,34070400,0.0,0.0
1981-04-02 00:00:00-05:00,0.09057082235813141,0.09100003596576853,0.09057082235813141,0.09057082235813141,31404800,0.0,0.0
1981-04-03 00:00:00-05:00,0.0910000205039978,0.09142923976973083,0.0910000205039978,0.0910000205039978,16486400,0.0,0.0
1981-04-06 00:00:00-05:00,0.08971162948070362,0.08971162948070362,0.08928241580724716,0.08928241580724716,22803200,0.0,0.0
1981-04-07 00:00:00-05:00,0.08885320342054852,0.08885320342054852,0.08842398971319199,0.08842398971319199,10684800,0.0,0.0
1981-04-08 00:00:00-05:00,0.09271690249443054,0.09357533544661824,0.09271690249443054,0.09271690249443054,21952000,0.0,0.0
1981-04-09 00:00:00-05:00,0.09443376213312149,0.09486298144624881,0.09443376213312149,0.09443376213312149,12499200,0.0,0.0
1981-04-10 00:00:00-05:00,0.09572141617536545,0.09615062976569187,0.09572141617536545,0.09572141617536545,33465600,0.0,0.0
1981-04-13 00:00:00-05:00,0.09572141617536545,0.09615062976569187,0.09572141617536545,0.09572141617536545,16060800,0.0,0.0
1981-04-14 00:00:00-05:00,0.09572141617536545,0.09615062976569187,0.09572141617536545,0.09572141617536545,6652800,0.0,0.0
1981-04-15 00:00:00-05:00,0.09142923976973083,0.09142923976973083,0.0910000205039978,0.0910000205039978,34048000,0.0,0.0
1981-04-16 00:00:00-05:00,0.08627786534150356,0.08627786534150356,0.08584865182638168,0.08584865182638168,23878400,0.0,0.0
1981-04-20 00:00:00-05:00,0.08842398971319199,0.08885320342054852,0.08842398971319199,0.08842398971319199,35347200,0.0,0.0
1981-04-21 00:00:00-05:00,0.09443376213312149,0.09486298144624881,0.09443376213312149,0.09443376213312149,28537600,0.0,0.0
1981-04-22 00:00:00-05:00,0.09786752611398697,0.09829674556921134,0.09786752611398697,0.09786752611398697,18995200,0.0,0.0
