Date,Open,High,Low,Close,Adj Close,Volume
2025-02-26,100.60,100.61,100.60,100.60,98.21,9536300
2025-02-25,100.59,100.60,100.59,100.60,98.21,10827700
2025-02-24,100.59,100.59,100.58,100.59,98.20,9734600
2025-02-21,100.57,100.58,100.57,100.58,98.19,9111000
2025-02-20,100.54,100.54,100.53,100.54,98.15,7608000
2025-02-19,100.53,100.53,100.52,100.52,98.13,7277600
2025-02-18,100.52,100.52,100.51,100.52,98.13,15815200
2025-02-14,100.50,100.51,100.50,100.50,98.11,7648100
2025-02-13,100.46,100.46,100.45,100.46,98.07,5690100
2025-02-12,100.44,100.45,100.44,100.44,98.05,6618800
2025-02-11,100.44,100.44,100.43,100.43,98.04,6424100
2025-02-10,100.43,100.43,100.42,100.43,98.04,7517800
2025-02-07,100.42,100.42,100.40,100.41,98.02,6758700
2025-02-06,100.38,100.38,100.37,100.38,97.99,5804300
2025-02-05,100.37,100.37,100.36,100.36,97.97,7100900
2025-02-04,100.36,100.36,100.35,100.36,97.97,7866600
2025-02-03,100.33,100.34,100.33,100.34,97.95,16436200
2025-01-31,100.69,100.69,100.68,100.68,97.93,12373000
2025-01-30,100.65,100.67,100.65,100.66,97.91,8043500
2025-01-29,100.64,100.65,100.64,100.64,97.89,3978700
2025-01-28,100.63,100.64,100.62,100.64,97.89,5857900
2025-01-27,100.62,100.63,100.61,100.61,97.86,9439800
2025-01-24,100.61,100.62,100.61,100.61,97.86,6380000
2025-01-23,100.58,100.58,100.57,100.58,97.83,5085800
2025-01-22,100.56,100.57,100.56,100.57,97.82,5717600
2025-01-21,100.56,100.56,100.55,100.55,97.80,7952400
2025-01-17,100.54,100.55,100.53,100.54,97.79,6563000
2025-01-16,100.50,100.51,100.49,100.49,97.75,5352500
2025-01-15,100.49,100.49,100.48,100.49,97.75,6878600
2025-01-14,100.48,100.48,100.47,100.48,97.74,7245400
2025-01-13,100.46,100.47,100.46,100.47,97.73,7647300
2025-01-10,100.45,100.46,100.44,100.45,97.71,7644600
2025-01-08,100.40,100.41,100.40,100.41,97.67,6101100
2025-01-07,100.40,100.40,100.39,100.39,97.65,6792100
2025-01-06,100.38,100.39,100.37,100.37,97.63,6938300
2025-01-03,100.38,100.38,100.37,100.37,97.63,6730100
2025-01-02,100.34,100.34,100.33,100.34,97.60,7533100
2024-12-31,100.33,100.34,100.32,100.32,97.58,7371300
2024-12-30,100.30,100.30,100.29,100.29,97.55,6547600
2024-12-27,100.28,100.29,100.28,100.29,97.55,6558000
2024-12-26,100.26,100.26,100.25,100.26,97.52,4974100
2024-12-24,100.25,100.25,100.24,100.25,97.51,4654300
2024-12-23,100.22,100.22,100.21,100.22,97.48,7032500
2024-12-20,100.21,100.21,100.20,100.20,97.46,8898900
2024-12-19,100.17,100.18,100.17,100.18,97.44,8319400
2024-12-18,100.16,100.16,100.15,100.16,97.42,11526500
2024-12-17,100.52,100.52,100.51,100.51,97.40,5798500
2024-12-16,100.51,100.51,100.50,100.51,97.40,5598900
2024-12-13,100.49,100.50,100.49,100.50,97.39,4671500
2024-12-12,100.46,100.46,100.45,100.45,97.34,4701000
2024-12-11,100.45,100.45,100.44,100.44,97.33,4855300
2024-12-10,100.43,100.44,100.43,100.44,97.33,5293500
2024-12-09,100.41,100.42,100.41,100.42,97.32,5539800
2024-12-06,100.41,100.41,100.40,100.41,97.31,4779000
2024-12-05,100.36,100.37,100.36,100.36,97.26,4870100
2024-12-04,100.35,100.36,100.34,100.35,97.25,5351100
2024-12-03,100.34,100.34,100.33,100.33,97.23,5734100
2024-12-02,100.32,100.33,100.32,100.32,97.22,11471800
2024-11-29,100.68,100.69,100.68,100.68,97.20,6581100
2024-11-27,100.64,100.65,100.64,100.64,97.16,5909000
